sum(price),seller_id
3.5,cf6f6bc4df3999b9c6440f124fb2f687
6.5,77128dec4bec4878c37ab7d6169d6f26
6.900000095367432,1fa2d3def6adfa70e58c276bb64fe5bb
7.599999904632568,702835e4b785b67a084280efca355756
8,34aefe746cd81b7f3b23253ea28bef39
8.25,ad14615bdd492b01b0d97922e87cb87f
8.489999771118164,4965a7002cca77301c82d3f91b82e1a9
9,0f94588695d71662beec8d883ffacf09
9.899999618530273,c18309219e789960add0b2255ca4b091
9.989999771118164,95cca791657aabeff15a07eb152d7841
